SHIP,TIMESTAMP,SPEED,LON,LAT
Ship_463,2018-01-04 21:23:00,11,8.116024969466958,48.815672969466945
Ship_463,2018-01-04 22:56:00,5,8.170993370043343,48.87064137004333
Ship_463,2018-01-04 23:58:00,8,8.36507671753099,49.06472471753098
Ship_463,2018-01-05 00:08:00,7,8.267775920031509,48.9674239200315
Ship_463,2018-01-05 01:54:00,5,8.389866830035086,49.08951483003508
Ship_463,2018-01-05 02:41:00,5,8.275440979510188,48.97508897951018
Ship_463,2018-01-05 03:42:00,7,8.443970904396258,49.143618904396256
Ship_463,2018-01-05 04:45:00,9,8.635441974668947,49.335089974668946
Ship_463,2018-01-05 05:50:00,4,8.729586226653067,49.429234226653065
Ship_463,2018-01-05 06:09:00,8,8.567142434710068,49.26679043471007
Ship_463,2018-01-05 07:16:00,2,8.618315230741448,49.31796323074145
Ship_463,2018-01-05 08:58:00,10,8.854956163691973,49.55460416369198
Ship_463,2018-01-05 09:37:00,5,8.927325425864103,49.62697342586411
Ship_463,2018-01-05 10:44:00,10,8.676229515319568,49.37587751531957
Ship_463,2018-01-05 11:44:00,9,8.558335430290422,49.25798343029042
Ship_463,2018-01-05 12:05:00,2,8.544142650290421,49.24379065029042
Ship_463,2018-01-05 13:57:00,2,8.509377581258843,49.20902558125884
Ship_463,2018-01-05 14:30:00,7,8.480992021258842,49.180640021258846
Ship_463,2018-01-05 15:27:00,3,8.424220901258842,49.123868901258845
Ship_463,2018-01-05 16:23:00,4,8.375055669137547,49.07470366913755
Ship_463,2018-01-05 17:16:00,11,8.304091769137546,49.003739769137546
Ship_463,2018-01-05 18:45:00,5,8.249123368561161,48.94877136856116
Ship_463,2018-01-05 19:14:00,4,8.161633196788102,48.861281196788106
Ship_463,2018-01-05 20:42:00,4,8.060276474216048,48.75992447421605
Ship_463,2018-01-05 21:48:00,8,8.250692599434245,48.95034059943425
Ship_463,2018-01-05 22:43:00,11,8.350042059434244,49.04969005943425
Ship_463,2018-01-05 23:41:00,8,8.223893871472056,48.92354187147206
Ship_463,2018-01-06 00:40:00,2,8.19931125541141,48.89895925541141
Ship_463,2018-01-06 01:52:00,2,8.23686182170406,48.936509821704064
Ship_463,2018-01-06 02:30:00,11,8.508385690840816,49.20803369084082
Ship_463,2018-01-06 03:10:00,8,8.696674194809058,49.39632219480906
Ship_463,2018-01-06 04:33:00,4,8.793974992308538,49.49362299230854
Ship_463,2018-01-06 05:06:00,1,8.77390337034476,49.47355137034476
Ship_463,2018-01-06 06:28:00,11,9.004508749921857,49.70415674992186
Ship_463,2018-01-06 07:13:00,1,9.024580371885635,49.72422837188564
Ship_463,2018-01-06 08:40:00,7,8.95954088321378,49.65918888321378
Ship_463,2018-01-06 09:00:00,6,8.816200831514694,49.515848831514695
Ship_463,2018-01-06 10:18:00,8,8.706264030361922,49.405912030361925
Ship_463,2018-01-06 11:19:00,2,8.659191904369862,49.358839904369866
Ship_463,2018-01-06 12:05:00,3,8.608019108338482,49.307667108338485
Ship_463,2018-01-06 13:03:00,11,8.875807945801343,49.575455945801345
Ship_463,2018-01-06 14:58:00,11,8.804844045801342,49.50449204580134
Ship_463,2018-01-06 15:57:00,9,8.602130600657233,49.30177860065724
Ship_463,2018-01-06 16:01:00,8,8.449929991345819,49.14957799134582
Ship_463,2018-01-06 17:00:00,11,8.67567997704789,49.375327977047895
Ship_463,2018-01-06 18:38:00,3,8.63310163704789,49.3327496370479
Ship_463,2018-01-06 19:37:00,2,8.67567997704789,49.375327977047895
Ship_463,2018-01-06 20:18:00,0,8.67567997704789,49.375327977047895
Ship_463,2018-01-06 21:05:00,4,8.715823220975446,49.41547122097545
Ship_463,2018-01-06 22:04:00,6,8.753373787268098,49.4530217872681
Ship_463,2018-01-06 23:11:00,11,8.777956403328744,49.47760440332875
Ship_463,2018-01-07 00:04:00,1,8.80253901938939,49.502187019389396
Ship_463,2018-01-07 01:43:00,3,8.78834623938939,49.487994239389394
Ship_463,2018-01-07 02:38:00,10,8.735241719263533,49.43488971926354
Ship_463,2018-01-07 03:13:00,3,8.715170097299755,49.41481809729976
Ship_463,2018-01-07 04:38:00,8,8.886662110532868,49.58631011053287
Ship_463,2018-01-07 05:09:00,6,8.749791896885261,49.449439896885266
Ship_463,2018-01-07 06:33:00,6,8.838425779576971,49.538073779576976
Ship_463,2018-01-07 07:13:00,2,8.852618559576971,49.55226655957698
Ship_463,2018-01-07 08:11:00,5,8.957875033140652,49.65752303314066
Ship_463,2018-01-07 09:03:00,0,8.957875033140652,49.65752303314066
Ship_463,2018-01-07 10:48:00,4,9.054135150478553,49.75378315047856
Ship_463,2018-01-07 11:24:00,10,8.803440672501752,49.50308867250176
Ship_463,2018-01-07 12:56:00,0,8.803440672501752,49.50308867250176
Ship_463,2018-01-07 13:23:00,6,8.919613583615329,49.619261583615334
Ship_463,2018-01-07 14:45:00,8,9.048134672696182,49.74778267269619
Ship_463,2018-01-07 15:50:00,8,8.922787433707782,49.622435433707786
Ship_463,2018-01-07 16:52:00,9,8.820441841645023,49.520089841645024
Ship_463,2018-01-07 17:28:00,1,8.806249061645023,49.50589706164502
Ship_463,2018-01-07 18:11:00,9,8.894882944336732,49.59453094433673
Ship_463,2018-01-07 19:55:00,3,8.866497384336732,49.566145384336735
Ship_463,2018-01-07 20:29:00,5,8.743584304033496,49.4432323040335
Ship_463,2018-01-07 21:53:00,1,8.729391524033495,49.4290395240335
Ship_463,2018-01-07 22:39:00,7,8.701005964033495,49.4006539640335
Ship_463,2018-01-07 23:06:00,11,8.844346015732581,49.543994015732586
Ship_463,2018-01-08 00:22:00,7,8.680052709255397,49.3797007092554
Ship_463,2018-01-08 01:42:00,1,8.65998108729162,49.35962908729162
Ship_463,2018-01-08 02:49:00,9,8.886176779223657,49.585824779223664
Ship_463,2018-01-08 03:24:00,7,8.710049011294311,49.40969701129432
Ship_463,2018-01-08 04:55:00,5,8.734631627354958,49.43427962735497
Ship_463,2018-01-08 05:30:00,8,8.944185512787778,49.643833512787786
Ship_463,2018-01-08 06:53:00,9,9.14033363484997,49.83998163484998
Ship_463,2018-01-08 07:11:00,9,9.32483977484997,50.02448777484998
Ship_463,2018-01-08 08:43:00,1,9.349422390910616,50.04907039091063
Ship_463,2018-01-08 09:04:00,9,9.514937225778862,50.214585225778876
Ship_463,2018-01-08 10:21:00,8,9.676136219363077,50.37578421936309
Ship_463,2018-01-08 11:52:00,11,9.500581226179616,50.20022922617963
Ship_463,2018-01-08 12:54:00,8,9.317720047452926,50.01736804745294
Ship_463,2018-01-08 13:44:00,10,9.553080677413227,50.252728677413245
Ship_463,2018-01-08 14:48:00,9,9.467923997413227,50.16757199741325
Ship_463,2018-01-08 15:29:00,1,9.447852375449449,50.14750037544947
Ship_463,2018-01-08 16:57:00,10,9.694087905466237,50.39373590546626
Ship_463,2018-01-08 17:09:00,7,9.82260899454709,50.522256994547114
Ship_463,2018-01-08 18:53:00,3,9.867490505676775,50.5671385056768
Ship_463,2018-01-08 19:18:00,3,9.814385985550917,50.514033985550945
Ship_463,2018-01-08 20:15:00,4,9.903019868242627,50.602667868242655
Ship_463,2018-01-08 21:00:00,8,10.065463660185626,50.76511166018565
Ship_463,2018-01-08 22:23:00,6,9.990362527600324,50.69001052760035
Ship_463,2018-01-08 23:38:00,4,10.047133647600324,50.74678164760035
Ship_463,2018-01-09 00:12:00,2,10.094205773592384,50.79385377359241
Ship_463,2018-01-09 01:57:00,10,10.275962040821488,50.975610040821515
Ship_463,2018-01-09 02:13:00,4,10.224789244790108,50.924437244790134
Ship_463,2018-01-09 03:29:00,3,10.253174804790108,50.95282280479013
Ship_463,2018-01-09 04:01:00,7,10.093861244412535,50.79350924441256
Ship_463,2018-01-09 05:10:00,1,10.069278628351888,50.76892662835191
Ship_463,2018-01-09 06:02:00,6,10.200129594534467,50.89977759453449
Ship_463,2018-01-09 07:50:00,0,10.200129594534467,50.89977759453449
Ship_463,2018-01-09 08:08:00,0,10.200129594534467,50.89977759453449
Ship_463,2018-01-09 09:45:00,2,10.245011105664151,50.94465910566418
Ship_463,2018-01-09 10:03:00,8,10.100272581319892,50.799920581319924
Ship_463,2018-01-09 11:49:00,11,9.842838868768013,50.542486868768044
Ship_463,2018-01-09 12:56:00,1,9.86291049073179,50.562558490731824
Ship_463,2018-01-09 13:41:00,8,10.006250542430877,50.70589854243091
Ship_463,2018-01-09 14:49:00,8,9.843187914753813,50.542835914753844
Ship_463,2018-01-09 15:56:00,0,9.843187914753813,50.542835914753844
Ship_463,2018-01-09 16:45:00,11,9.664787436468895,50.36443543646893
Ship_463,2018-01-09 17:44:00,8,9.842622460151405,50.54227046015144
Ship_463,2018-01-09 18:52:00,5,9.972701437495116,50.67234943749515
Ship_463,2018-01-09 19:53:00,9,9.758395159142673,50.458043159142704
Ship_463,2018-01-09 20:32:00,2,9.795945725435324,50.495593725435356
Ship_463,2018-01-09 21:11:00,5,9.697615261192734,50.39726326119277
Ship_463,2018-01-09 22:16:00,9,9.920672307751937,50.620320307751975
Ship_463,2018-01-09 23:28:00,6,9.835515627751937,50.53516362775198
Ship_463,2018-01-10 00:14:00,11,9.74918431736717,50.44883231736721
Ship_463,2018-01-10 01:03:00,5,9.817250499094612,50.51689849909466
Ship_463,2018-01-10 02:47:00,4,9.722042436485514,50.42169043648556
Ship_463,2018-01-10 03:34:00,8,9.613953444264071,50.31360144426412
Ship_463,2018-01-10 04:48:00,6,9.747847862995501,50.44749586299555
Ship_463,2018-01-10 05:16:00,7,9.64259138943182,50.34223938943187
Ship_463,2018-01-10 06:25:00,0,9.64259138943182,50.34223938943187
Ship_463,2018-01-10 07:11:00,3,9.695695909557678,50.395343909557724
Ship_463,2018-01-10 08:49:00,9,9.886640235860504,50.58628823586055
Ship_463,2018-01-10 09:38:00,11,10.130409237618066,50.830057237618114
Ship_463,2018-01-10 10:20:00,9,9.991348961491752,50.6909969614918
Ship_463,2018-01-10 11:40:00,4,9.948770621491752,50.6484186214918
Ship_463,2018-01-10 12:56:00,0,9.948770621491752,50.6484186214918
Ship_463,2018-01-10 13:12:00,11,9.725262498543517,50.42491049854357
Ship_463,2018-01-10 14:45:00,10,9.92294504911617,50.62259304911622
Ship_463,2018-01-10 15:27:00,2,9.967826560245854,50.66747456024591
Ship_463,2018-01-10 16:10:00,8,9.907611694354522,50.607259694354575
Ship_463,2018-01-10 17:31:00,1,9.883029078293875,50.582677078293926
Ship_463,2018-01-10 18:03:00,5,9.835956952301816,50.53560495230187
Ship_463,2018-01-10 19:44:00,11,9.94216599255353,50.64181399255358
Ship_463,2018-01-10 20:51:00,7,10.01453525472566,50.71418325472571
Ship_463,2018-01-10 21:51:00,1,10.039117870786306,50.73876587078636
Ship_463,2018-01-10 22:19:00,4,9.980599539725153,50.68024753972521
Ship_463,2018-01-10 23:14:00,1,9.960527917761375,50.66017591776143
Ship_463,2018-01-11 00:18:00,0,9.960527917761375,50.66017591776143
Ship_463,2018-01-11 01:26:00,3,10.020742783652707,50.72039078365276
Ship_463,2018-01-11 02:57:00,5,9.900313051870041,50.599961051870096
Ship_463,2018-01-11 03:10:00,7,9.731186559012675,50.43083455901273
Ship_463,2018-01-11 04:38:00,6,9.854099639315912,50.553747639315965
Ship_463,2018-01-11 05:12:00,6,10.004970960203977,50.70461896020403
Ship_463,2018-01-11 06:48:00,7,10.147606633921908,50.84725463392196
Ship_463,2018-01-11 07:46:00,11,9.862335286486044,50.5619832864861
Ship_463,2018-01-11 08:12:00,2,9.909407412478103,50.609055412478156
Ship_463,2018-01-11 09:48:00,10,9.763283798925706,50.46293179892576
Ship_463,2018-01-11 10:19:00,11,9.503513272531709,50.20316127253176
Ship_463,2018-01-11 11:04:00,4,9.570083311519415,50.269731311519465
Ship_463,2018-01-11 12:11:00,2,9.541697751519415,50.24134575151947
Ship_463,2018-01-11 13:47:00,5,9.584276091519415,50.28392409151947
Ship_463,2018-01-11 14:30:00,10,9.356748519429791,50.056396519429846
Ship_463,2018-01-11 15:00:00,8,9.235485353953324,49.935133353953375
Ship_463,2018-01-11 16:08:00,1,9.249678133953324,49.94932613395338
Ship_463,2018-01-11 17:15:00,5,9.357767126174767,50.05741512617482
Ship_463,2018-01-11 18:37:00,6,9.43550418377185,50.1351521837719
Ship_463,2018-01-11 19:09:00,4,9.34801401199879,50.047662011998845
Ship_463,2018-01-11 20:03:00,10,9.58677352734496,50.28642152734501
Ship_463,2018-01-11 21:44:00,8,9.38807460734496,50.087722607345015
Ship_463,2018-01-11 22:28:00,1,9.363491991284313,50.063139991284366
Ship_463,2018-01-11 23:19:00,11,9.137742005582242,49.83739000558229
Ship_463,2018-01-12 00:35:00,6,8.997959333550066,49.69760733355012
Ship_463,2018-01-12 01:29:00,6,9.15082025229287,49.85046825229292
Ship_463,2018-01-12 02:18:00,9,8.92373577229287,49.62338377229292
Ship_463,2018-01-12 03:11:00,5,8.811981710818753,49.5116297108188
Ship_463,2018-01-12 04:23:00,3,8.797788930818752,49.4974369308188
Ship_463,2018-01-12 05:03:00,7,8.675698020815176,49.37534602081522
Ship_463,2018-01-12 06:31:00,11,8.467107606625706,49.166755606625756
Ship_463,2018-01-12 07:31:00,4,8.566457066625706,49.266105066625755
Ship_463,2018-01-12 08:02:00,9,8.701847558816569,49.40149555881662
Ship_463,2018-01-12 09:20:00,0,8.701847558816569,49.40149555881662
Ship_463,2018-01-12 10:11:00,8,8.504675157611986,49.20432315761204
Ship_463,2018-01-12 11:49:00,4,8.600935274949887,49.300583274949936
Ship_463,2018-01-12 12:07:00,9,8.763379066892886,49.463027066892934
Ship_463,2018-01-12 13:17:00,3,8.828418555564742,49.52806655556479
Ship_463,2018-01-12 14:38:00,9,9.059460274944653,49.7591082749447
Ship_463,2018-01-12 15:40:00,0,9.059460274944653,49.7591082749447
Ship_463,2018-01-12 16:08:00,11,9.243966414944653,49.943614414944705
Ship_463,2018-01-12 17:09:00,5,9.293131647065948,49.992779647066
Ship_463,2018-01-12 18:17:00,0,9.293131647065948,49.992779647066
Ship_463,2018-01-12 19:34:00,4,9.223601509002792,49.923249509002844
Ship_463,2018-01-12 20:40:00,7,9.042956911328794,49.74260491132885
Ship_463,2018-01-12 21:33:00,7,9.153806066724009,49.85345406672406
Ship_463,2018-01-12 22:46:00,4,9.241296238497068,49.94094423849712
Ship_463,2018-01-12 23:03:00,3,9.276061307528646,49.975709307528696
Ship_463,2018-01-13 00:01:00,5,9.4045823966095,50.10423039660955
Ship_463,2018-01-13 01:29:00,7,9.32061677778552,50.02026477778557
Ship_463,2018-01-13 02:18:00,4,9.416876895123421,50.11652489512347
Ship_463,2018-01-13 03:39:00,3,9.396805273159643,50.09645327315969
Ship_463,2018-01-13 04:48:00,6,9.254877473159643,49.95452547315969
Ship_463,2018-01-13 05:19:00,8,9.410351588353807,50.10999958835386
Ship_463,2018-01-13 06:21:00,3,9.445116657385386,50.14476465738544
Ship_463,2018-01-13 07:47:00,10,9.516080557385386,50.21572855738544
Ship_463,2018-01-13 08:43:00,1,9.501887777385386,50.20153577738544
Ship_463,2018-01-13 09:06:00,2,9.487694997385386,50.187342997385436
Ship_463,2018-01-13 10:24:00,9,9.327122021675166,50.02677002167521
Ship_463,2018-01-13 11:10:00,2,9.351704637735812,50.05135263773586
Ship_463,2018-01-13 12:12:00,9,9.546823103751379,50.246471103751425
Ship_463,2018-01-13 13:25:00,11,9.297336798965574,49.99698479896562
Ship_463,2018-01-13 14:23:00,3,9.242368398389189,49.942016398389235
Ship_463,2018-01-13 15:31:00,10,9.36771563737759,50.06736363737764
Ship_463,2018-01-13 16:42:00,2,9.407858881305145,50.10750688130519
Ship_463,2018-01-13 17:32:00,10,9.178567503190939,49.87821550319099
Ship_463,2018-01-13 18:10:00,7,9.164374723190939,49.864022723190985
Ship_463,2018-01-13 19:38:00,2,9.204517967118495,49.90416596711854
Ship_463,2018-01-13 20:16:00,0,9.204517967118495,49.90416596711854
Ship_463,2018-01-13 21:15:00,2,9.184446345154717,49.88409434515476
Ship_463,2018-01-13 22:27:00,5,9.298872195679614,49.99852019567965
Ship_463,2018-01-13 23:15:00,8,9.458816703319942,50.15846470331998
Ship_463,2018-01-14 00:15:00,9,9.416238363319941,50.11588636331998
Ship_463,2018-01-14 01:04:00,7,9.594638841604858,50.294286841604894
Ship_463,2018-01-14 02:19:00,3,9.519537709019556,50.21918570901959
Ship_463,2018-01-14 03:05:00,9,9.439251221164445,50.13889922116448
Ship_463,2018-01-14 04:39:00,5,9.37738632741654,50.07703432741658
Ship_463,2018-01-14 05:55:00,2,9.33031420142448,50.02996220142452
Ship_463,2018-01-14 06:54:00,8,9.150788156905742,49.85043615690578
Ship_463,2018-01-14 07:07:00,4,9.136595376905742,49.83624337690578
Ship_463,2018-01-14 08:17:00,0,9.136595376905742,49.83624337690578
Ship_463,2018-01-14 09:05:00,6,9.228575103875292,49.928223103875325
Ship_463,2018-01-14 10:48:00,9,9.37469871742769,50.07434671742772
Ship_463,2018-01-14 11:02:00,9,9.155283663279876,49.85493166327991
Ship_463,2018-01-14 12:15:00,4,9.259578870374611,49.95922687037465
Ship_463,2018-01-14 13:26:00,2,9.308744102495906,50.00839210249595
Ship_463,2018-01-14 14:08:00,10,9.072529166169756,49.7721771661698
Ship_463,2018-01-14 15:07:00,7,8.994792108572675,49.694440108572714
Ship_463,2018-01-14 16:03:00,7,9.165105468572674,49.864753468572715
Ship_463,2018-01-14 17:40:00,9,8.983904183607779,49.68355218360782
Ship_463,2018-01-14 18:11:00,5,9.003975805571557,49.7036238055716
Ship_463,2018-01-14 19:15:00,3,8.959094294441872,49.658742294441915
Ship_463,2018-01-14 20:07:00,1,8.939022672478094,49.638670672478135
Ship_463,2018-01-14 21:47:00,5,9.034230735087192,49.73387873508723
Ship_463,2018-01-14 22:09:00,8,9.19291083943569,49.89255883943573
Ship_463,2018-01-14 23:35:00,4,9.106579529050924,49.806227529050965
Ship_463,2018-01-15 00:52:00,7,9.13116214511157,49.83081014511161
Ship_463,2018-01-15 01:14:00,2,9.180327377232866,49.87997537723291
Ship_463,2018-01-15 02:20:00,11,9.461688278252288,50.161336278252335
Ship_463,2018-01-15 03:22:00,6,9.549178450025346,50.24882645002539
Ship_463,2018-01-15 04:33:00,11,9.300906197722979,50.00055419772303
Ship_463,2018-01-15 05:51:00,4,9.354010717848837,50.05365871784888
Ship_463,2018-01-15 06:47:00,5,9.322274696979138,50.02192269697918
Ship_463,2018-01-15 07:17:00,0,9.322274696979138,50.02192269697918
Ship_463,2018-01-15 08:36:00,6,9.462776050725582,50.162424050725626
Ship_463,2018-01-15 09:40:00,1,9.438193434664935,50.13784143466498
Ship_463,2018-01-15 10:54:00,1,9.418121812701157,50.1177698127012
Ship_463,2018-01-15 11:19:00,8,9.291973624738969,49.99162162473901
Ship_463,2018-01-15 12:36:00,8,9.092263507775849,49.79191150777589
Ship_463,2018-01-15 13:44:00,6,8.946830789883753,49.646478789883794
Ship_463,2018-01-15 14:27:00,9,9.00869568363166,49.708343683631696
Ship_463,2018-01-15 15:06:00,7,9.137216772712513,49.83686477271255
Ship_463,2018-01-15 16:44:00,0,9.137216772712513,49.83686477271255
Ship_463,2018-01-15 17:39:00,9,9.350581040885556,50.0502290408856
Ship_463,2018-01-15 18:35:00,6,9.432112354724088,50.13176035472413
Ship_463,2018-01-15 19:18:00,2,9.387230843594404,50.08687884359444
Ship_463,2018-01-15 20:35:00,1,9.362648227533757,50.06229622753379
Ship_463,2018-01-15 21:41:00,1,9.382719849497535,50.08236784949757
Ship_463,2018-01-15 22:35:00,11,9.329615329371677,50.029263329371716
Ship_463,2018-01-15 23:15:00,9,9.129401529094194,49.829049529094235
Ship_463,2018-01-16 00:17:00,7,9.233696736188929,49.93334473618897
Ship_463,2018-01-16 01:23:00,8,9.059871391031038,49.75951939103108
Ship_463,2018-01-16 02:21:00,4,9.15293967336998,49.85258767337002
Ship_463,2018-01-16 03:25:00,8,9.02920988587417,49.728857885874206
Ship_463,2018-01-16 04:22:00,3,8.964170397202315,49.66381839720235
Ship_463,2018-01-16 05:01:00,8,8.790345052044424,49.489993052044454
Ship_463,2018-01-16 06:25:00,1,8.765762435983778,49.465410435983806
Ship_463,2018-01-16 07:43:00,9,8.988819482542981,49.68846748254301
Ship_463,2018-01-16 08:13:00,8,9.159723185248973,49.859371185249
Ship_463,2018-01-16 09:03:00,3,9.223195226988372,49.922843226988405
Ship_463,2018-01-16 10:27:00,1,9.24326684895215,49.942914848952185
Ship_463,2018-01-16 11:41:00,4,9.14493638470956,49.8445843847096
Ship_463,2018-01-16 12:15:00,6,9.05517336245019,49.75482136245023
Ship_463,2018-01-16 13:34:00,3,9.095316606377747,49.79496460637778
Ship_463,2018-01-16 14:20:00,1,9.081123826377747,49.78077182637778
Ship_463,2018-01-16 15:38:00,0,9.081123826377747,49.78077182637778
